condition_id,model,pmse_mean,pmse_std,n
80,knn,0.6949892701249889,,1
80,lasso,0.5163807272911072,,1
80,rf,0.6248903061837534,,1
80,ridge,0.5158936381340027,,1
81,elastic_net,0.0012188407126814127,,1
81,extra_trees,0.08608949429301259,,1
81,gbrt,0.07334862833054961,,1
81,hist_gbrt,0.12126946227552299,,1
81,knn,0.28347181441944336,,1
81,lasso,0.002101755701005459,,1
81,rf,0.12620379763821768,,1
81,ridge,0.0017450933810323477,,1
82,elastic_net,0.3013707995414734,,1
82,extra_trees,0.35880986728653647,,1
82,gbrt,0.3228984400810738,,1
82,hist_gbrt,0.33728779573299883,,1
82,knn,0.36914998194887966,,1
82,lasso,0.3009723722934723,,1
82,rf,0.3590595268449427,,1
82,ridge,0.30136460065841675,,1
83,elastic_net,0.32732972502708435,,1
83,extra_trees,0.40411323860339166,,1
83,gbrt,0.40768930577946944,,1
83,hist_gbrt,0.41712648988173506,,1
83,knn,0.4401848286682316,,1
83,lasso,0.32605409622192383,,1
83,rf,0.44716523367622707,,1
83,ridge,0.3247735798358917,,1
84,elastic_net,0.15482349693775177,,1
84,extra_trees,0.25947111427574876,,1
84,gbrt,0.253726574452251,,1
84,hist_gbrt,0.23832273368629953,,1
84,knn,0.37117143367551164,,1
